ticker,n_total,n_2009,n_2010,n_2011,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,price_start,price_end,n_price_rows,max_gap_days,median_dollar_vol,liquidity_year,close_liquidity_mean,error,selection_news,tier,composite_score
XOP,3838,5,35,89,94,22,141,337,477,401,660,423,133,59,120,842,2006-06-22,2023-12-28,3773.0,5.0,485847125.4257202,2017.0,139.22215122055724,,1061,STRONG,11.229279811664544
OXY,7691,3,147,164,268,228,337,518,511,375,718,1208,1058,362,962,832,1981-12-31,2023-12-28,3773.0,5.0,268122616.09573364,2017.0,64.11864545905732,,1093,STRONG,11.228322619054289
TSM,6422,4,56,62,236,278,320,585,565,441,678,650,454,443,704,946,1997-10-09,2023-12-28,3773.0,5.0,189513942.84248352,2017.0,35.72729087920778,,1119,STRONG,11.221804302040736
USB,4756,14,173,140,252,188,204,290,326,390,691,583,456,197,315,537,1973-05-03,2023-12-28,3773.0,5.0,307587830.3966522,2017.0,52.73629479579242,,1081,STRONG,11.221533565362803
BX,6045,44,185,159,221,300,344,470,305,370,769,815,461,458,516,628,2007-06-22,2023-12-28,3773.0,5.0,114066188.56544495,2017.0,31.734980062659517,,1139,STRONG,11.215922932185718
EWJ,5440,19,122,227,177,542,971,611,912,259,837,520,131,32,30,50,1996-03-18,2023-12-28,3773.0,5.0,303545806.04553217,2017.0,54.309840715263945,,1096,STRONG,11.207803763350029
EW,4563,4,70,200,356,223,349,335,468,739,522,545,264,76,147,265,2000-03-27,2023-12-28,3773.0,5.0,147083037.6022339,2017.0,107.03760948029172,,1261,STRONG,11.196419075257442
NTAP,4786,23,205,355,561,340,259,450,426,413,715,432,177,94,162,174,1995-11-21,2023-12-28,3773.0,5.0,111860477.16331482,2017.0,42.70294826249202,,1128,STRONG,11.196348487386594
URBN,4152,15,142,224,203,188,296,266,395,346,809,433,217,90,101,427,1993-11-09,2023-12-28,3773.0,5.0,59701719.69795227,2017.0,23.643944280556,,1155,STRONG,11.176894005857662
INCY,3653,7,31,94,122,110,148,332,431,601,555,523,317,102,132,148,1993-11-04,2023-12-28,3773.0,5.0,181660822.65014648,2017.0,121.37768961993821,,1156,STRONG,11.172749272216443
AMGN,5258,0,12,37,96,161,387,510,475,600,494,381,456,330,558,761,1983-06-17,2023-12-28,3773.0,5.0,478433336.7919922,2017.0,170.76067744403247,,1094,STRONG,11.139819516490721
XRT,3551,12,125,109,140,241,279,206,288,399,655,678,247,25,53,94,2006-06-22,2023-12-28,3773.0,5.0,190972842.9294586,2017.0,41.684422451186464,,1054,STRONG,11.138087385157647
XLY,4752,10,130,247,232,157,187,475,610,420,600,479,213,208,378,406,1998-12-22,2023-12-28,3773.0,5.0,345252593.7728882,2017.0,89.8356969461023,,1020,STRONG,11.127538741372238
HUN,2527,1,44,83,115,122,146,117,123,395,704,168,115,51,238,105,2005-02-14,2023-12-28,3774.0,5.0,74606680.33008575,2017.0,25.904820704365157,,1099,STRONG,11.123460451683641
MT,4672,11,180,327,395,280,330,473,553,517,575,421,246,36,155,173,1997-08-07,2023-12-28,3773.0,5.0,127096125.0,2017.0,25.80015936315772,,1092,STRONG,11.10192174375898
BHP,6683,30,466,296,408,284,254,296,385,488,605,485,384,703,872,727,1980-03-17,2023-12-28,3773.0,5.0,93878306.44989012,2017.0,39.36848606246401,,1093,STRONG,11.097574280085155
KMB,4655,13,111,256,297,269,265,449,500,431,600,472,296,150,210,336,1980-03-17,2023-12-28,3773.0,5.0,204091167.23327634,2017.0,123.73075739036044,,1031,STRONG,11.094772570556033
ALK,5630,3,57,110,166,266,411,872,812,560,551,512,492,162,212,444,1980-03-17,2023-12-28,3773.0,5.0,111407185.36376953,2017.0,83.74382485621479,,1111,STRONG,11.08779113947385
JWN,4432,21,199,336,407,321,303,421,550,494,593,603,184,0,0,0,1980-03-17,2023-12-28,3773.0,5.0,97969616.97082518,2017.0,44.917848640229124,,1087,STRONG,11.087376482667542
ADP,2967,7,69,107,180,185,255,228,268,514,543,429,133,0,0,49,1980-03-17,2023-12-28,3773.0,5.0,211433381.489563,2017.0,106.18047797822382,,1057,STRONG,11.086067408306421
TSN,5994,3,123,240,339,369,553,607,647,543,541,647,509,217,352,304,1980-03-17,2023-12-28,3773.0,5.0,155239440.63949585,2017.0,66.19637465761951,,1084,STRONG,11.082941038710821
SYK,4208,6,100,320,337,197,261,240,321,376,649,600,301,96,158,246,1980-03-17,2023-12-28,3773.0,5.0,149406026.7364502,2017.0,139.9306369188772,,1025,STRONG,11.077968579892152
TRV,5390,9,148,272,585,405,395,553,443,575,506,441,307,134,307,310,1975-11-17,2023-12-28,3773.0,5.0,167445684.78775024,2017.0,125.05147430906258,,1081,STRONG,11.051339625918347
CL,4142,12,112,234,185,165,171,351,394,469,541,538,270,147,208,345,1973-05-02,2023-12-28,3773.0,5.0,223510554.61502075,2017.0,72.34270908918039,,1010,STRONG,11.041491956032791
DISH,7008,16,164,416,593,885,735,1038,646,612,498,585,294,159,163,204,1995-06-21,2023-12-28,3773.0,5.0,118500032.31811523,2017.0,58.45000003343559,,1110,STRONG,11.036532257477587
AAL,7209,0,9,1,2,14,270,348,455,551,491,636,1646,912,863,1011,2005-09-27,2023-12-28,3773.0,5.0,250061786.0473633,2017.0,47.49071721536705,,1042,STRONG,11.034862205384563
AEO,6360,22,274,374,494,365,435,1002,639,495,592,449,263,167,228,561,1994-04-14,2023-12-28,3773.0,5.0,53023206.37969971,2017.0,13.675498020126525,,1087,STRONG,11.033375559664675
CF,4236,18,169,345,395,251,228,406,369,269,738,252,129,108,294,265,2005-08-11,2023-12-28,3773.0,5.0,126735820.05443574,2017.0,32.192629460794514,,1007,STRONG,11.025088776310222
GLD,8338,34,299,1012,525,1046,696,322,737,640,405,494,553,367,346,862,2004-11-18,2023-12-28,3773.0,5.0,831748850.1342773,2017.0,119.70533874025382,,1045,STRONG,11.021866329890726
LUV,2382,0,0,0,0,0,0,0,115,416,554,738,552,0,0,7,1980-01-02,2023-12-28,3773.0,5.0,267159862.52822876,2017.0,56.73549801039981,,970,STRONG,11.020865466909624
PCG,5083,4,67,132,159,170,257,363,209,266,707,1736,395,129,165,324,1972-06-01,2023-12-28,3773.0,5.0,158390936.90185547,2017.0,63.91199213765057,,973,STRONG,10.996014488437822
GME,8235,10,166,246,410,517,454,604,564,522,548,721,382,2055,675,361,2002-02-13,2023-12-28,3773.0,5.0,49789107.60288238,2017.0,21.575099618311423,,1070,STRONG,10.977316041992033
NWL,2977,0,74,126,133,122,173,249,294,345,604,413,143,70,89,142,1980-03-17,2023-12-28,3773.0,5.0,173673246.0021973,2017.0,45.369043692174664,,949,STRONG,10.976394429849563
VGK,3119,0,12,6,83,89,109,609,689,310,637,460,51,7,29,28,2005-03-10,2023-12-28,3773.0,5.0,168571004.26597592,2017.0,54.89203186339116,,947,STRONG,10.97359131426291
ADI,4307,11,99,145,171,161,238,361,355,508,486,416,212,168,573,403,1980-03-17,2023-12-28,3773.0,5.0,199486983.73947144,2017.0,81.81948220302384,,994,STRONG,10.964471044119756
EWW,2427,3,5,47,96,86,54,80,205,210,772,762,81,6,3,17,1996-03-18,2023-12-28,3773.0,5.0,128947344.75021362,2017.0,51.465976137564,,982,STRONG,10.948290596063128
EL,3966,5,85,165,221,127,182,315,277,465,509,653,257,111,228,366,1995-11-17,2023-12-28,3773.0,5.0,159218050.85983276,2017.0,99.3532268630556,,974,STRONG,10.946902003381648
DE,4961,24,255,254,253,260,233,284,377,527,454,387,221,273,447,712,1972-06-01,2023-12-28,3773.0,5.0,244344475.5706787,2017.0,122.29816752885917,,981,STRONG,10.932446065690309
TMUS,4620,0,0,0,1,115,269,406,430,645,410,463,474,364,445,598,2007-04-19,2023-12-28,3773.0,5.0,235038664.76440433,2017.0,62.59119523188982,,1055,STRONG,10.928220828639827
NSC,4731,12,113,243,385,225,246,616,524,415,513,527,226,133,248,305,1982-06-02,2023-12-28,3773.0,5.0,190015445.76416016,2017.0,122.59912364701351,,928,STRONG,10.913323676552679
CME,4389,10,123,297,403,230,187,381,338,422,516,470,311,185,208,308,2002-12-06,2023-12-28,3773.0,5.0,160414991.1605835,2017.0,127.18035885632275,,938,STRONG,10.912777954369943
AMTD,3823,14,139,217,308,368,268,301,296,451,519,660,247,1,27,7,1997-03-04,2023-12-28,3773.0,5.0,94478331.32171631,2017.0,44.06254981903441,,970,STRONG,10.905736344322566
HOG,4135,1,31,118,324,199,242,405,535,405,540,415,287,171,280,182,1986-07-08,2023-12-28,3773.0,5.0,95962851.87454222,2017.0,52.89529874885225,,945,STRONG,10.893016487863264
AAP,3674,2,78,141,319,175,308,389,306,361,546,351,174,79,168,277,2001-11-29,2023-12-28,3773.0,5.0,160580519.29626465,2017.0,122.57486071339642,,907,STRONG,10.891409479941462
CAG,5017,12,116,286,422,410,450,431,411,404,531,506,207,144,260,427,1980-03-17,2023-12-28,3774.0,4.0,113792850.0,2017.0,37.02310753628552,,935,STRONG,10.889810017832033
XLP,4464,16,77,302,206,178,199,401,511,358,491,529,270,232,344,350,1998-12-22,2023-12-28,3773.0,5.0,508725456.8008423,2017.0,54.81450206255058,,849,STRONG,10.881436604821205
ANF,5135,0,52,248,361,307,426,361,639,584,479,706,181,101,137,553,1996-09-26,2023-12-28,3773.0,5.0,33777609.12847519,2017.0,12.709800815202325,,1063,STRONG,10.865317808672277
TRP,3641,1,22,72,165,112,175,345,393,557,479,528,240,161,185,206,1982-09-20,2023-12-28,3773.0,5.0,43664401.428222656,2017.0,48.17318728625537,,1036,STRONG,10.86399108729779
LOW,3244,24,187,233,203,169,160,141,189,153,747,723,308,0,0,7,1980-03-17,2023-12-28,3773.0,5.0,402853475.9925842,2017.0,79.38948208022403,,900,STRONG,10.856908702236353
GSK,5527,22,204,197,371,368,436,320,334,420,491,325,569,473,557,440,1980-03-28,2023-12-28,3773.0,5.0,132020862.87765503,2017.0,40.190956054930666,,911,STRONG,10.843923646721171
BBY,4236,1,95,111,189,281,336,266,393,671,376,247,299,307,364,300,1985-04-18,2023-12-28,3773.0,5.0,190248525.0,2017.0,53.682430267333984,,1047,STRONG,10.84323861738224
EWC,3034,7,39,193,133,162,243,256,239,153,875,550,128,12,17,27,1996-03-18,2023-12-28,3773.0,5.0,54982024.24144746,2017.0,27.604501997807112,,1028,STRONG,10.841886537137412
VTR,3323,3,40,76,130,189,190,393,464,307,582,476,206,50,76,141,1997-05-05,2023-12-28,3773.0,5.0,105243505.16662598,2017.0,64.8781275958179,,889,STRONG,10.837676138629883
OHI,2992,5,11,21,54,92,111,399,580,388,539,467,108,48,92,77,1992-08-07,2023-12-28,3773.0,5.0,57928711.321258545,2017.0,31.527330679722517,,927,STRONG,10.825937584830893
COF,4497,27,144,199,219,379,335,513,374,396,476,474,324,153,168,316,1994-11-16,2023-12-28,3773.0,5.0,199372875.73547363,2017.0,86.00215139806983,,872,STRONG,10.81941784585887
TM,5646,51,391,317,324,499,552,506,499,579,473,313,246,262,300,334,1980-03-17,2023-12-28,3773.0,5.0,21032403.939056396,2017.0,114.91641432925525,,1052,STRONG,10.807299156274574
XBI,3232,3,39,20,103,64,192,358,413,366,473,567,248,76,176,134,2006-02-06,2023-12-28,3773.0,5.0,281542618.94989014,2017.0,75.53976099994553,,839,STRONG,10.80379707495505
MRO,3947,5,69,271,366,263,236,419,613,341,510,365,244,0,0,245,1970-01-02,2023-12-28,3773.0,5.0,176493096.7388153,2017.0,14.27067730436287,,851,STRONG,10.803120503391536
NTES,3889,10,74,119,194,150,165,384,651,532,386,419,236,148,146,275,2000-06-30,2023-12-28,3773.0,5.0,324589267.56591797,2017.0,288.937011657958,,918,STRONG,10.799952236298267
NOC,4563,10,175,205,229,329,286,459,402,477,425,241,201,153,472,499,1981-12-31,2023-12-28,3773.0,5.0,182651633.02154544,2017.0,264.40565636623427,,902,STRONG,10.791569424401828
DHR,4897,6,70,171,260,385,371,562,500,395,463,635,343,142,213,381,1978-12-29,2023-12-28,3773.0,5.0,199387029.16259766,2017.0,85.90478077922684,,858,STRONG,10.790531038351396
FMC,2654,5,36,68,87,192,153,191,245,385,497,271,153,77,123,171,1980-03-17,2023-12-28,3773.0,5.0,80383925.72784424,2017.0,67.13323623535642,,882,STRONG,10.7695526041793
RL,4160,8,109,209,357,264,251,387,413,366,497,458,241,119,187,294,1997-06-12,2023-12-28,3773.0,5.0,106043958.56018066,2017.0,83.0613945584848,,863,STRONG,10.768378187317477
PAYX,3552,9,80,146,254,276,324,333,315,275,573,316,156,103,202,190,1983-08-26,2023-12-28,3773.0,5.0,104879719.81048584,2017.0,60.55509971527464,,848,STRONG,10.766968132868547
TROW,3228,8,95,119,167,130,128,274,342,340,511,437,181,123,181,192,1986-04-02,2023-12-28,3773.0,5.0,112759200.08239746,2017.0,80.7050199166712,,851,STRONG,10.764696260943397
SPWR,5128,0,0,13,212,451,520,776,739,587,451,461,273,211,240,194,2005-11-17,2023-12-28,3773.0,5.0,20291397.514867783,2017.0,7.954023898835201,,1038,STRONG,10.7635080455647
